iso_time	uptime_s	temp_c	arm_mhz	core_mhz	volts	load1	throttled_hex	throttled_flags	proc_cpu	proc_rss_kb
2026-08-16T16:07:40+02:00	15866	42.8	700	499	0.8955V	1.43	0x0	clean	24.1	322244
2026-08-16T16:08:40+02:00	15926	41.3	700	499	0.8955V	1.20	0x0	clean	24.1	322244
2026-08-16T16:09:41+02:00	15986	42.8	700	499	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T16:10:41+02:00	16046	42.8	700	499	0.8955V	1.16	0x0	clean	24.1	322244
2026-08-16T16:11:41+02:00	16106	42.8	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:12:41+02:00	16166	42.8	700	499	0.8955V	1.20	0x0	clean	24.1	322244
2026-08-16T16:13:41+02:00	16226	43.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:14:41+02:00	16287	42.8	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T16:15:41+02:00	16347	43.3	700	499	0.8955V	1.54	0x0	clean	24.1	322244
2026-08-16T16:16:41+02:00	16407	42.8	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T16:17:41+02:00	16467	43.8	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T16:18:42+02:00	16527	42.8	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T16:19:42+02:00	16587	42.3	700	499	0.8955V	1.52	0x0	clean	24.1	322244
2026-08-16T16:20:42+02:00	16647	43.3	700	499	0.8955V	1.19	0x0	clean	24.1	322244
2026-08-16T16:21:42+02:00	16707	42.8	700	267	0.8955V	1.23	0x0	clean	24.1	322244
2026-08-16T16:22:42+02:00	16767	43.3	700	499	0.8955V	1.43	0x0	clean	24.1	322244
2026-08-16T16:23:42+02:00	16827	42.3	700	499	0.8955V	1.46	0x0	clean	24.1	322244
2026-08-16T16:24:42+02:00	16888	42.3	700	499	0.8955V	1.40	0x0	clean	24.1	322244
2026-08-16T16:25:42+02:00	16948	41.8	700	499	0.8955V	1.19	0x0	clean	24.1	322244
2026-08-16T16:26:42+02:00	17008	43.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T16:27:42+02:00	17068	43.3	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T16:28:42+02:00	17128	42.8	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:29:43+02:00	17188	41.8	700	499	0.8955V	1.15	0x0	clean	24.1	322244
2026-08-16T16:30:43+02:00	17248	42.8	700	499	0.8955V	1.35	0x0	clean	24.1	322244
2026-08-16T16:31:43+02:00	17308	42.8	700	499	0.8955V	1.40	0x0	clean	24.1	322244
2026-08-16T16:32:43+02:00	17368	43.3	700	499	0.8955V	1.35	0x0	clean	24.1	322244
2026-08-16T16:33:43+02:00	17428	42.8	700	499	0.8955V	1.30	0x0	clean	24.1	322244
2026-08-16T16:34:43+02:00	17489	42.8	700	499	0.8955V	1.55	0x0	clean	24.1	322244
2026-08-16T16:35:43+02:00	17549	42.3	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T16:36:43+02:00	17609	42.3	700	499	0.8955V	1.16	0x0	clean	24.1	322244
2026-08-16T16:37:43+02:00	17669	42.3	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T16:38:43+02:00	17729	42.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:39:44+02:00	17789	43.8	700	499	0.8955V	1.36	0x0	clean	24.1	322244
2026-08-16T16:40:44+02:00	17849	42.8	700	499	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T16:41:44+02:00	17909	42.3	700	499	0.8955V	1.27	0x0	clean	24.1	322244
2026-08-16T16:42:44+02:00	17969	43.8	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T16:43:44+02:00	18029	43.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T16:44:44+02:00	18090	42.8	700	499	0.8955V	1.32	0x0	clean	24.1	322244
2026-08-16T16:45:44+02:00	18150	42.8	700	499	0.8955V	1.24	0x0	clean	24.1	322244
2026-08-16T16:46:44+02:00	18210	42.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:47:44+02:00	18270	43.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:48:44+02:00	18330	42.3	800	499	0.8955V	1.29	0x0	clean	24.1	322244
2026-08-16T16:49:45+02:00	18390	42.3	800	499	0.8955V	1.24	0x0	clean	24.1	322244
2026-08-16T16:50:45+02:00	18450	42.3	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T16:51:45+02:00	18510	42.8	700	499	0.8955V	1.32	0x0	clean	24.1	322244
2026-08-16T16:52:45+02:00	18570	43.8	700	499	0.8955V	1.57	0x0	clean	24.1	322244
2026-08-16T16:53:45+02:00	18630	41.8	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T16:54:45+02:00	18691	42.8	700	499	0.8955V	1.28	0x0	clean	24.1	322244
2026-08-16T16:55:45+02:00	18751	43.3	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T16:56:45+02:00	18811	42.8	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T16:57:45+02:00	18871	42.3	700	499	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T16:58:45+02:00	18931	42.8	700	499	0.8955V	1.52	0x0	clean	24.1	322244
2026-08-16T16:59:46+02:00	18991	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T17:00:46+02:00	19051	42.8	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T17:01:46+02:00	19111	43.8	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T17:02:46+02:00	19171	42.8	700	499	0.8955V	1.37	0x0	clean	24.1	322244
2026-08-16T17:03:46+02:00	19231	42.8	700	499	0.8955V	1.33	0x0	clean	24.1	322244
2026-08-16T17:04:46+02:00	19292	43.8	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T17:05:46+02:00	19352	42.8	700	499	0.8955V	1.45	0x0	clean	24.1	322244
2026-08-16T17:06:46+02:00	19412	43.3	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T17:07:46+02:00	19472	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T17:08:46+02:00	19532	42.8	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T17:09:47+02:00	19592	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T17:10:47+02:00	19652	43.3	700	499	0.8955V	1.17	0x0	clean	24.1	322244
2026-08-16T17:11:47+02:00	19712	42.3	700	499	0.8955V	1.42	0x0	clean	24.1	322244
2026-08-16T17:12:47+02:00	19772	42.8	700	499	0.8955V	1.38	0x0	clean	24.1	322244
2026-08-16T17:13:47+02:00	19832	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T17:14:47+02:00	19892	42.8	700	499	0.8955V	1.33	0x0	clean	24.1	322244
2026-08-16T17:15:47+02:00	19953	43.8	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T17:16:47+02:00	20013	42.3	700	499	0.8955V	1.36	0x0	clean	24.1	322244
2026-08-16T17:17:47+02:00	20073	42.8	800	499	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T17:18:47+02:00	20133	42.8	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T17:19:48+02:00	20193	42.3	700	499	0.8955V	1.27	0x0	clean	24.1	322244
2026-08-16T17:20:48+02:00	20253	43.8	700	293	0.8955V	1.39	0x0	clean	24.1	322244
2026-08-16T17:21:48+02:00	20313	42.3	700	499	0.8955V	1.28	0x0	clean	24.1	322244
2026-08-16T17:22:48+02:00	20373	42.3	700	499	0.8955V	1.40	0x0	clean	24.1	322244
2026-08-16T17:23:48+02:00	20433	42.8	700	499	0.8955V	1.39	0x0	clean	24.1	322244
2026-08-16T17:24:48+02:00	20493	43.3	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T17:25:48+02:00	20554	43.3	700	499	0.8955V	1.33	0x0	clean	24.1	322244
2026-08-16T17:26:48+02:00	20614	41.8	700	499	0.8955V	1.57	0x0	clean	24.1	322244
2026-08-16T17:27:48+02:00	20674	42.8	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T17:28:48+02:00	20734	43.8	700	499	0.8955V	1.24	0x0	clean	24.1	322244
2026-08-16T17:29:49+02:00	20794	42.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T17:30:49+02:00	20854	43.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T17:31:49+02:00	20914	44.3	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T17:32:49+02:00	20974	43.8	700	499	0.8955V	1.23	0x0	clean	24.1	322244
2026-08-16T17:33:49+02:00	21034	43.8	700	499	0.8955V	1.37	0x0	clean	24.1	322244
2026-08-16T17:34:49+02:00	21094	42.8	700	499	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T17:35:49+02:00	21155	42.8	700	499	0.8955V	1.30	0x0	clean	24.1	322244
2026-08-16T17:36:49+02:00	21215	42.8	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T17:37:49+02:00	21275	42.3	700	499	0.8955V	1.41	0x0	clean	24.1	322244
2026-08-16T17:38:49+02:00	21335	42.3	700	499	0.8955V	1.36	0x0	clean	24.1	322244
2026-08-16T17:39:50+02:00	21395	42.8	700	499	0.8955V	1.35	0x0	clean	24.1	322244
2026-08-16T17:40:50+02:00	21455	43.3	700	499	0.8955V	1.45	0x0	clean	24.1	322244
2026-08-16T17:41:50+02:00	21515	42.3	700	499	0.8955V	1.56	0x0	clean	24.1	322244
2026-08-16T17:42:50+02:00	21575	42.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T17:43:50+02:00	21635	42.8	700	499	0.8955V	1.39	0x0	clean	24.1	322244
2026-08-16T17:44:50+02:00	21695	42.8	700	499	0.8955V	1.43	0x0	clean	24.1	322244
2026-08-16T17:45:50+02:00	21756	43.3	700	499	0.8955V	1.20	0x0	clean	24.1	322244
2026-08-16T17:46:50+02:00	21816	43.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T17:47:50+02:00	21876	43.3	700	499	0.8955V	1.27	0x0	clean	24.1	322244
2026-08-16T17:48:50+02:00	21936	42.8	700	499	0.8955V	1.16	0x0	clean	24.1	322244
2026-08-16T17:49:51+02:00	21996	43.3	700	499	0.8955V	1.16	0x0	clean	24.1	322244
2026-08-16T17:50:51+02:00	22056	42.3	700	499	0.8955V	1.36	0x0	clean	24.1	322244
2026-08-16T17:51:51+02:00	22116	42.8	700	499	0.8955V	1.23	0x0	clean	24.1	322244
2026-08-16T17:52:51+02:00	22176	42.8	800	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T17:53:51+02:00	22236	43.3	700	499	0.8955V	1.20	0x0	clean	24.1	322244
2026-08-16T17:54:51+02:00	22296	43.3	800	499	0.8955V	1.37	0x0	clean	24.1	322244
2026-08-16T17:55:51+02:00	22357	42.8	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T17:56:51+02:00	22417	43.3	700	499	0.8955V	1.28	0x0	clean	24.1	322244
2026-08-16T17:57:51+02:00	22477	41.8	700	499	0.8955V	1.16	0x0	clean	24.1	322244
2026-08-16T17:58:51+02:00	22537	42.8	800	499	0.8955V	1.30	0x0	clean	24.1	322244
2026-08-16T17:59:52+02:00	22597	43.3	700	499	0.8955V	1.38	0x0	clean	24.1	322244
2026-08-16T18:00:52+02:00	22657	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T18:01:52+02:00	22717	42.8	700	499	0.8955V	1.24	0x0	clean	24.1	322244
2026-08-16T18:02:52+02:00	22777	43.3	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T18:03:52+02:00	22837	42.8	700	499	0.8955V	1.39	0x0	clean	24.1	322244
2026-08-16T18:04:52+02:00	22897	43.3	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T18:05:52+02:00	22958	43.8	700	499	0.8955V	1.32	0x0	clean	24.1	322244
2026-08-16T18:06:52+02:00	23018	43.3	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T18:07:52+02:00	23078	42.8	700	499	0.8955V	1.33	0x0	clean	24.1	322244
2026-08-16T18:08:52+02:00	23138	42.8	700	499	0.8955V	1.17	0x0	clean	24.1	322244
2026-08-16T18:09:52+02:00	23198	42.3	700	267	0.8955V	1.48	0x0	clean	24.1	322244
2026-08-16T18:10:53+02:00	23258	43.3	700	499	0.8955V	1.44	0x0	clean	24.1	322244
2026-08-16T18:11:53+02:00	23318	41.8	700	499	0.8955V	1.60	0x0	clean	24.1	322244
2026-08-16T18:12:53+02:00	23378	42.3	700	499	0.8955V	1.39	0x0	clean	24.1	322244
2026-08-16T18:13:53+02:00	23438	43.3	700	499	0.8955V	1.54	0x0	clean	24.1	322244
2026-08-16T18:14:53+02:00	23498	43.8	700	499	0.8955V	1.49	0x0	clean	24.1	322244
2026-08-16T18:15:53+02:00	23559	42.8	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T18:16:53+02:00	23619	43.8	700	499	0.8955V	1.20	0x0	clean	24.1	322244
2026-08-16T18:17:53+02:00	23679	43.3	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T18:18:53+02:00	23739	43.3	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T18:19:53+02:00	23799	42.3	700	499	0.8955V	1.17	0x0	clean	24.1	322244
2026-08-16T18:20:54+02:00	23859	42.8	800	499	0.8955V	1.37	0x0	clean	24.1	322244
2026-08-16T18:21:54+02:00	23919	42.3	700	499	0.8955V	1.30	0x0	clean	24.1	322244
2026-08-16T18:22:54+02:00	23979	43.3	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T18:23:54+02:00	24039	42.3	700	499	0.8955V	1.24	0x0	clean	24.1	322244
2026-08-16T18:24:54+02:00	24099	42.8	700	499	0.8955V	1.43	0x0	clean	24.1	322244
2026-08-16T18:25:54+02:00	24160	43.3	700	499	0.8955V	1.37	0x0	clean	24.1	322244
2026-08-16T18:26:54+02:00	24220	43.3	700	499	0.8955V	1.26	0x0	clean	24.1	322244
2026-08-16T18:27:54+02:00	24280	43.3	700	499	0.8955V	1.34	0x0	clean	24.1	322244
2026-08-16T18:28:54+02:00	24340	42.3	700	499	0.8955V	1.61	0x0	clean	24.1	322244
2026-08-16T18:29:54+02:00	24400	42.3	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T18:30:55+02:00	24460	42.8	700	499	0.8955V	1.14	0x0	clean	24.1	322244
2026-08-16T18:31:55+02:00	24520	43.3	700	499	0.8955V	1.37	0x0	clean	24.1	322244
2026-08-16T18:32:55+02:00	24580	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T18:33:55+02:00	24640	42.8	700	499	0.8955V	1.31	0x0	clean	24.1	322244
2026-08-16T18:34:55+02:00	24700	42.8	700	499	0.8955V	1.21	0x0	clean	24.1	322244
2026-08-16T18:35:55+02:00	24761	43.3	700	499	0.8955V	1.38	0x0	clean	24.1	322244
2026-08-16T18:36:55+02:00	24821	43.3	700	499	0.8955V	1.33	0x0	clean	24.1	322244
2026-08-16T18:37:55+02:00	24881	43.3	700	499	0.8955V	1.23	0x0	clean	24.1	322244
2026-08-16T18:38:55+02:00	24941	42.3	700	499	0.8955V	1.24	0x0	clean	24.1	322244
2026-08-16T18:39:55+02:00	25001	42.8	700	499	0.8955V	1.53	0x0	clean	24.1	322244
2026-08-16T18:40:56+02:00	25061	42.8	700	499	0.8955V	1.27	0x0	clean	24.1	322244
2026-08-16T18:41:56+02:00	25121	43.8	700	499	0.8955V	1.42	0x0	clean	24.1	322244
2026-08-16T18:42:56+02:00	25181	43.3	700	267	0.8955V	1.38	0x0	clean	24.1	322244
2026-08-16T18:43:56+02:00	25241	41.8	700	499	0.8955V	1.38	0x0	clean	24.1	322244
2026-08-16T18:44:56+02:00	25301	43.8	700	499	0.8955V	1.20	0x0	clean	24.1	322244
2026-08-16T18:45:56+02:00	25361	42.8	700	499	0.8955V	1.16	0x0	clean	24.1	322244
2026-08-16T18:46:56+02:00	25422	42.3	700	499	0.8955V	1.25	0x0	clean	24.1	322244
2026-08-16T18:47:56+02:00	25482	43.3	700	499	0.8955V	1.32	0x0	clean	24.1	322244
2026-08-16T18:48:56+02:00	25542	40.9	700	499	0.8955V	1.22	0x0	clean	24.1	322244
2026-08-16T18:49:56+02:00	25602	43.3	700	499	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T18:50:57+02:00	25662	43.8	800	499	0.8955V	1.55	0x0	clean	24.1	322244
2026-08-16T18:51:57+02:00	25722	42.3	700	499	0.8955V	1.23	0x0	clean	24.1	322244
2026-08-16T18:52:57+02:00	25782	42.8	700	499	0.8955V	1.34	0x0	clean	24.0	322244
2026-08-16T18:53:57+02:00	25842	43.3	700	499	0.8955V	1.27	0x0	clean	24.0	322244
2026-08-16T18:54:57+02:00	25902	42.3	700	499	0.8955V	1.39	0x0	clean	24.0	322244
2026-08-16T18:55:57+02:00	25962	43.8	700	499	0.8955V	1.20	0x0	clean	24.0	322244
2026-08-16T18:56:57+02:00	26023	43.8	700	499	0.8955V	1.36	0x0	clean	24.0	322244
2026-08-16T18:57:57+02:00	26083	43.8	700	499	0.8955V	1.36	0x0	clean	24.0	322244
2026-08-16T18:58:57+02:00	26143	42.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T18:59:57+02:00	26203	42.3	700	499	0.8955V	1.20	0x0	clean	24.0	322244
2026-08-16T19:00:58+02:00	26263	43.3	800	499	0.8955V	1.24	0x0	clean	24.0	322244
2026-08-16T19:01:58+02:00	26323	43.8	700	499	0.8955V	1.49	0x0	clean	24.0	322244
2026-08-16T19:02:58+02:00	26383	42.3	800	293	0.8955V	1.18	0x0	clean	24.1	322244
2026-08-16T19:03:58+02:00	26443	42.8	700	499	0.8955V	1.16	0x0	clean	24.0	322244
2026-08-16T19:04:58+02:00	26503	43.3	700	499	0.8955V	1.19	0x0	clean	24.0	322244
2026-08-16T19:05:58+02:00	26563	42.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:06:58+02:00	26624	42.3	700	499	0.8955V	1.16	0x0	clean	24.0	322244
2026-08-16T19:07:58+02:00	26684	42.8	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:08:58+02:00	26744	43.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:09:58+02:00	26804	42.8	700	499	0.8955V	1.25	0x0	clean	24.0	322244
2026-08-16T19:10:58+02:00	26864	41.8	700	499	0.8955V	1.26	0x0	clean	24.0	322244
2026-08-16T19:11:59+02:00	26924	42.8	700	499	0.8955V	1.35	0x0	clean	24.1	322244
2026-08-16T19:12:59+02:00	26984	43.3	700	499	0.8955V	1.34	0x0	clean	24.0	322244
2026-08-16T19:13:59+02:00	27044	42.8	700	499	0.8955V	1.20	0x0	clean	24.0	322244
2026-08-16T19:14:59+02:00	27104	42.8	700	499	0.8955V	1.13	0x0	clean	24.1	322244
2026-08-16T19:15:59+02:00	27164	42.8	700	499	0.8955V	1.49	0x0	clean	24.0	322244
2026-08-16T19:16:59+02:00	27225	42.8	700	499	0.8955V	1.24	0x0	clean	24.0	322244
2026-08-16T19:17:59+02:00	27285	42.8	700	499	0.8955V	1.13	0x0	clean	24.1	322244
2026-08-16T19:18:59+02:00	27345	41.8	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:19:59+02:00	27405	41.8	700	499	0.8955V	1.29	0x0	clean	24.0	322244
2026-08-16T19:20:59+02:00	27465	43.3	700	499	0.8955V	1.34	0x0	clean	24.0	322244
2026-08-16T19:22:00+02:00	27525	42.3	700	499	0.8955V	1.22	0x0	clean	24.0	322244
2026-08-16T19:23:00+02:00	27585	42.3	700	499	0.8955V	1.42	0x0	clean	24.0	322244
2026-08-16T19:24:00+02:00	27645	43.3	700	499	0.8955V	1.37	0x0	clean	24.0	322244
2026-08-16T19:25:00+02:00	27705	42.3	700	499	0.8955V	1.24	0x0	clean	24.0	322244
2026-08-16T19:26:00+02:00	27765	42.3	700	499	0.8955V	1.25	0x0	clean	24.0	322244
2026-08-16T19:27:00+02:00	27826	42.3	700	499	0.8955V	1.46	0x0	clean	24.0	322244
2026-08-16T19:28:00+02:00	27886	42.3	700	267	0.8955V	1.29	0x0	clean	24.0	322244
2026-08-16T19:29:00+02:00	27946	43.8	700	267	0.8955V	1.39	0x0	clean	24.0	322244
2026-08-16T19:30:00+02:00	28006	42.8	700	499	0.8955V	1.37	0x0	clean	24.0	322244
2026-08-16T19:31:00+02:00	28066	42.8	700	499	0.8955V	1.42	0x0	clean	24.0	322244
2026-08-16T19:32:01+02:00	28126	42.8	700	499	0.8955V	1.43	0x0	clean	24.0	322244
2026-08-16T19:33:01+02:00	28186	42.8	700	499	0.8955V	1.25	0x0	clean	24.0	322244
2026-08-16T19:34:01+02:00	28246	42.8	700	499	0.8955V	1.49	0x0	clean	24.0	322244
2026-08-16T19:35:01+02:00	28306	42.8	700	499	0.8955V	1.22	0x0	clean	24.0	322244
2026-08-16T19:36:01+02:00	28366	43.3	700	499	0.8955V	1.18	0x0	clean	24.0	322244
2026-08-16T19:37:01+02:00	28427	43.8	700	499	0.8955V	1.21	0x0	clean	24.0	322244
2026-08-16T19:38:01+02:00	28487	41.8	700	499	0.8955V	1.36	0x0	clean	24.0	322244
2026-08-16T19:39:01+02:00	28547	43.3	700	499	0.8955V	1.26	0x0	clean	24.0	322244
2026-08-16T19:40:01+02:00	28607	42.3	700	499	0.8955V	1.46	0x0	clean	24.0	322244
2026-08-16T19:41:01+02:00	28667	41.8	700	499	0.8955V	1.27	0x0	clean	24.0	322244
2026-08-16T19:42:02+02:00	28727	42.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:43:02+02:00	28787	43.8	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:44:02+02:00	28847	43.3	700	499	0.8955V	1.64	0x0	clean	24.0	322244
2026-08-16T19:45:02+02:00	28907	42.3	700	499	0.8955V	1.49	0x0	clean	24.0	322244
2026-08-16T19:46:02+02:00	28967	42.3	700	499	0.8955V	1.22	0x0	clean	24.0	322244
2026-08-16T19:47:02+02:00	29028	42.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T19:48:02+02:00	29088	43.3	700	499	0.8955V	1.24	0x0	clean	24.0	322244
2026-08-16T19:49:02+02:00	29148	43.3	700	499	0.8955V	1.28	0x0	clean	24.0	322244
2026-08-16T19:50:02+02:00	29208	43.8	700	499	0.8955V	1.20	0x0	clean	24.0	322244
2026-08-16T19:51:02+02:00	29268	42.3	700	499	0.8955V	1.45	0x0	clean	24.0	322244
2026-08-16T19:52:03+02:00	29328	41.8	700	499	0.8955V	1.41	0x0	clean	24.0	322244
2026-08-16T19:53:03+02:00	29388	43.3	700	499	0.8955V	1.34	0x0	clean	24.0	322244
2026-08-16T19:54:03+02:00	29448	43.3	700	499	0.8955V	1.25	0x0	clean	24.0	322244
2026-08-16T19:55:03+02:00	29508	41.8	700	499	0.8955V	1.54	0x0	clean	24.0	322244
2026-08-16T19:56:03+02:00	29568	42.3	700	499	0.8955V	1.51	0x0	clean	24.0	322244
2026-08-16T19:57:03+02:00	29629	43.8	700	499	0.8955V	1.31	0x0	clean	24.0	322244
2026-08-16T19:58:03+02:00	29689	42.3	700	499	0.8955V	1.38	0x0	clean	24.0	322244
2026-08-16T19:59:03+02:00	29749	42.3	700	499	0.8955V	1.46	0x0	clean	24.0	322244
2026-08-16T20:00:03+02:00	29809	42.8	700	499	0.8955V	1.23	0x0	clean	24.0	322244
2026-08-16T20:01:03+02:00	29869	42.3	700	499	0.8955V	1.13	0x0	clean	24.0	322244
2026-08-16T20:02:04+02:00	29929	41.3	700	267	0.8955V	1.42	0x0	clean	24.0	322244
2026-08-16T20:03:04+02:00	29989	42.3	700	267	0.8955V	1.29	0x0	clean	24.0	322244
2026-08-16T20:04:04+02:00	30049	42.3	700	499	0.8955V	1.41	0x0	clean	24.0	322244
2026-08-16T20:05:04+02:00	30109	41.8	700	499	0.8955V	1.29	0x0	clean	24.0	322244
2026-08-16T20:06:04+02:00	30169	42.8	700	499	0.8955V	1.48	0x0	clean	24.0	322244
2026-08-16T20:07:04+02:00	30230	42.3	700	499	0.8955V	1.38	0x0	clean	24.0	322244
2026-08-16T20:08:04+02:00	30290	42.3	700	499	0.8955V	1.25	0x0	clean	24.0	322244
2026-08-16T20:09:04+02:00	30350	42.8	700	499	0.8955V	1.25	0x0	clean	24.0	322244
2026-08-16T20:10:04+02:00	30410	42.3	700	499	0.8955V	1.31	0x0	clean	24.0	322244
2026-08-16T20:11:05+02:00	30470	42.3	700	499	0.8955V	1.23	0x0	clean	24.0	322244
2026-08-16T20:12:05+02:00	30530	42.8	700	499	0.8955V	1.33	0x0	clean	24.0	322244
2026-08-16T20:13:05+02:00	30590	43.3	700	499	0.8955V	1.41	0x0	clean	24.0	322244
2026-08-16T20:14:05+02:00	30650	41.8	700	499	0.8955V	1.19	0x0	clean	24.0	322244
2026-08-16T20:15:05+02:00	30710	42.8	700	499	0.8955V	1.16	0x0	clean	24.0	322244
2026-08-16T20:16:05+02:00	30770	42.3	700	499	0.8955V	1.15	0x0	clean	24.0	322244
2026-08-16T20:17:05+02:00	30831	42.8	700	499	0.8955V	1.43	0x0	clean	24.0	322244
2026-08-16T20:18:05+02:00	30891	42.3	700	499	0.8955V	1.24	0x0	clean	24.0	322244
2026-08-16T20:19:05+02:00	30951	42.8	700	499	0.8955V	1.26	0x0	clean	24.0	322244
2026-08-16T20:20:05+02:00	31011	42.3	700	499	0.8955V	1.22	0x0	clean	24.0	322244
2026-08-16T20:21:05+02:00	31071	43.8	700	499	0.8955V	1.47	0x0	clean	24.0	322244
2026-08-16T20:22:06+02:00	31131	41.8	700	499	0.8955V	1.33	0x0	clean	24.0	322244
2026-08-16T20:23:06+02:00	31191	42.8	700	499	0.8955V	1.49	0x0	clean	24.0	322244
2026-08-16T20:24:06+02:00	31251	42.3	700	499	0.8955V	1.54	0x0	clean	24.0	322244
2026-08-16T20:25:06+02:00	31311	42.3	700	499	0.8955V	1.35	0x0	clean	24.0	322244
2026-08-16T20:26:06+02:00	31371	42.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T20:27:06+02:00	31432	42.3	700	499	0.8955V	1.51	0x0	clean	24.0	322244
2026-08-16T20:28:06+02:00	31492	42.3	700	499	0.8955V	1.36	0x0	clean	24.0	322244
2026-08-16T20:29:06+02:00	31552	41.3	700	499	0.8955V	1.30	0x0	clean	24.0	322244
2026-08-16T20:30:06+02:00	31612	42.8	700	499	0.8955V	1.27	0x0	clean	24.0	322244
2026-08-16T20:31:06+02:00	31672	42.8	700	499	0.8955V	1.36	0x0	clean	24.0	322244
2026-08-16T20:32:07+02:00	31732	42.3	700	499	0.8955V	1.26	0x0	clean	24.0	322244
2026-08-16T20:33:07+02:00	31792	43.8	700	499	0.8955V	1.36	0x0	clean	24.0	322244
2026-08-16T20:34:07+02:00	31852	42.8	700	499	0.8955V	1.49	0x0	clean	24.0	322244
